,nom,soustitre,classe,Utilisation,dosage,avertissement
1140,Yuvafem,estradiol,Estrogens,None,None,None
1141,Zaditor,ketotifen ophthalmic,Alaway,"['Ketotifen is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.', 'Zaditor (for use in the eyes) is used to treat itching of the eyes caused by allergy to dust, pollen, animals, or other allergens.', 'Zaditor may also be used for purposes not listed in this medication guide.']","['Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.', 'Do not use  Zaditor while wearing contact lenses. Zaditor may contain a preservative that can discolor soft contact lenses. Wait at least 10 minutes after using this medicine before putting in your contact lenses.', 'Wash your hands before using the eye drops.', 'To apply the eye drops:', 'Tilt your head back slightly and pull down your lower eyelid to create a small pocket. Hold the dropper above the eye with the tip down. Look up and away from the dropper and squeeze out a drop.', 'Close your eyes for 2 or 3 minutes with your head tipped down, without blinking or squinting. Gently press your finger to the inside corner of the eye for about 1 minute, to keep the liquid from draining into your tear duct.', 'Use only the number of drops your doctor has prescribed. If you use more than one drop, wait about 5 minutes between drops.', 'Wait at least 10 minutes before using any other eye drops your doctor has prescribed.', 'Do not touch the tip of the eye dropper or place it directly on your eye. A contaminated dropper can infect your eye, which could lead to serious vision problems.', 'Do not use the eye drops if the liquid has changed colors or has particles in it. Call your pharmacist for new medicine.', 'Call your doctor if your eye itching does not improve, or if it lasts longer than 72 hours.', 'Store at room temperature away from moisture and heat. Do not freeze. Keep the bottle tightly closed when not in use.', 'Use the missed dose as soon as you remember. Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.', 'An overdose of  Zaditor is not expected to be dangerous. Seek emergency medical attention or call the Poison Help line at 1-800-222-1222 if anyone has accidentally swallowed the medication.']","['Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.']"
1142,Zafirlukast,Accolate,Leukotriene modifiers,"['Zafirlukast is a leukotriene (loo-koe-TRY-een) inhibitor that is used to prevent asthma attacks in adults and children as young as 5 years old.', 'Zafirlukast may also be used for purposes not listed in this medication guide.']",[],"['Tell your doctor right away if you have signs of blood vessel inflammation: flu-like symptoms, severe sinus pain, a skin rash, numbness or a ""pins and needles"" feeling in your arms or legs.', 'Stop taking  zafirlukast and call your doctor right away if you have any unusual changes in mood or behavior (such as agitation, confusion, depression, sleep problems, compulsive behaviors, hallucinations, or suicidal thoughts or actions).']"
1143,Zaleplon,Sonata,"Miscellaneous anxiolytics, sedatives and hypnotics","['Zaleplon is a sedative that is used to treat insomnia.  zaleplon causes relaxation to help you fall asleep and stay asleep.', 'Zaleplon may also be used for purposes not listed in this medication guide.']",[],"['Some people using this medicine have engaged in activity while not fully awake and later had no memory of it. If this happens to you, stop taking zaleplon and call your doctor right away.', 'Serious injury or death could occur if you walk or drive while you are not fully awake.', 'Serious injury or death could occur if you walk or drive while you are not fully awake.']"
1144,Zanaflex,tizanidine,Skeletal muscle relaxants,"['Zanaflex is a short-acting muscle relaxer. It works by blocking nerve impulses (pain sensations) that are sent to your brain.', 'Zanaflex is used to treat spasticity associated with diseases like multiple sclerosis and spinal cord injuries by temporarily relaxing muscle tone.', 'Zanaflex may also be used for purposes not listed in this medication guide.']",[],"['Zanaflex is a short-acting medication that should be taken only for daily activities that require relief from muscle spasticity.', 'You should not take tizanidine if you are also taking fluvoxamine (Luvox) or ciprofloxacin (Cipro).', 'Do not use Zanaflex at a time when you need muscle tone for safe balance and movement during certain activities. In some situations, it may endanger your physical safety to be in a state of reduced muscle tone.', ""Switching between Zanaflex tablets and capsules, or changing the way you take it with regard to eating, can cause an increase in side effects or a decrease in therapeutic effect. Follow your doctor's instructions carefully. After making any changes in how you take Zanaflex, contact your doctor if you notice any change in how well the medicine works or if it causes increased side effects."", 'Do not take more than three doses (36 mg) of tizanidine in a 24-hour period. Too much of tizanidine can damage your liver. Cold or allergy medicine, narcotic pain medicine, sleeping pills, other muscle relaxers, and medicine for seizures, depression or anxiety can add to sleepiness caused by tizanidine. Tell your doctor if you need to use any of these other medicines together with Zanaflex.', 'Avoid drinking alcohol. It can increase some of the side effects of tizanidine.']"
1145,Zantac,ranitidine,H2 antagonists,"['Zantac belongs to a group of drugs called histamine-2 blockers. It works by reducing the amount of acid your stomach produces.', 'Zantac has been used to treat and prevent ulcers in the stomach and intestines. It also was used to treat conditions in which the stomach produces too much acid, such as Zollinger-Ellison syndrome..', 'Zantac was also used to treat gastroesophageal reflux disease (GERD) and other conditions in which acid backs up from the stomach into the esophagus, causing heartburn.', 'A cancer-causing impurity found in many ranitidine medications may increase to unacceptable levels over time and when ranitidine is stored at high temperatures. As a result, the FDA has asked all makers of ranitidine to withdraw this medicine from the market in the United States.']","['Because Zantac has been withdrawn from the market in the U.S., some of the contents of this leaflet are intended for historical purposes only.', 'Take Zantac exactly as directed on the label, or as prescribed by your doctor.', 'Measure liquid medicine carefully. Use the dosing syringe provided, or use a medicine dose-measuring device (not a kitchen spoon).', 'It may take up to 8 weeks before your ulcer heals. Keep using your medications as directed and call your doctor if your symptoms do not improve after 6 weeks.', ""Your doctor may recommend an antacid to help relieve pain. Carefully follow your doctor's directions about the type of antacid to use, and when to use it."", 'Store at room temperature away from moisture, heat, and light.', 'Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.', 'Overdose symptoms may include lack of coordination, feeling light-headed, or fainting.']","['Zantac has been withdrawn from the market in the United States. Some of the contents of this leaflet are preserved for historical purposes only.', 'Using Zantac may increase your risk of developing pneumonia. Symptoms of pneumonia include chest pain, fever, feeling short of breath, and coughing up green or yellow mucus. Talk with your doctor about your specific risk of developing pneumonia.', 'Do not use Zantac if you are allergic to ranitidine.', 'Ask a doctor or pharmacist if it is safe for you to take this medicine if you have kidney disease, liver disease, or porphyria.', 'Heartburn is often confused with the first symptoms of a heart attack. Seek emergency medical attention if you have chest pain or heavy feeling, pain spreading to the arm or shoulder, nausea, sweating, and a general ill feeling.']"
1146,Zarxio,filgrastim-sndz,Colony stimulating factors,"['Zarxio (filgrastim-sndz) is used to treat neutropenia (lack of certain white blood cells) in patients receiving certain cancer medications, undergoing a bone marrow transplant, or caused by other conditions.', 'Zarxio is used to decrease the chance of infection in people who have non myeloid cancer (cancer that does not involve the bone marrow) and are receiving chemotherapy medications that may decrease the number of neutrophils (a type of blood cell needed to fight infection).', 'Zarxio is also used to help increase the number of white blood cells, and decrease the length of time with fever in people with acute myeloid leukemia (AML; a type of cancer of the white blood cells) who are receiving treatment with chemotherapy medications.', 'Zarxio is also used in people who are undergoing bone marrow transplants and in people who have severe chronic neutropenia (condition in which there are a low number of neutrophils in the blood).', 'Zarxio is also used to prepare the blood for leukapheresis (a treatment in which certain blood cells are removed from the body.', 'Filgrastim-sndz belongs to a class of medications called colony-stimulating factors. It works by stimulating the growth of neutrophils, a type of white blood cell important in the body’s fight against infection.']","['Use Zarxio exactly as prescribed by your doctor. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.', 'Zarxio is injected under the skin (subcutaneously). A healthcare provider may teach you or your caregiver how to properly use this medication at home.', 'Doses are based on weight. Your dose may change if you gain or lose weight.', 'Your healthcare provider will show you where to inject Zarxio. Do not inject into the same place two times in a row.', 'Do not inject into areas where the skin is tender, bruised, red, or hard. Avoid injecting into skin that has scars or stretch marks.', ""Do not change your dose or stop using a medicine without your doctor's advice."", ""Your dose needs may change if you switch to a different brand, strength, or form of this medicine. Avoid medication errors by using only the medicine your doctor prescribes. Do not switch brand forms without your doctor's advice."", ""Ask your doctor or pharmacist if you don't understand how to use an injection."", 'Prepare an injection only when you are ready to give it. Call your pharmacist if the medicine looks cloudy, has changed colors or has particles in it.', 'Do not reuse a needle or syringe. Place them in a puncture-proof ""sharps"" container and dispose of it following state or local laws. Keep out of the reach of children and pets.', 'If you are receiving Zarxio because you are also receiving chemotherapy, the last dose of Zarxio should be injected at least 24 hours before your next dose of chemotherapy.', 'Your doctor will do blood tests before and during treatment with Zarxio to check your blood cell counts and to check for any side effects.', 'Filgrastim-sndz can affect the results of certain medical tests. Tell any doctor who treats you that you are using Zarxio.', 'Store Zarxio prefilled syringes in the original container in a refrigerator, away from light. Do not freeze and do not shake.', 'Do not warm the medicine with hot water, sunlight, or a microwave.', 'Take the medicine out of the refrigerator and let it reach room temperature for 30 minutes before using. Do not leave Zarxio out for longer than 24 hours.', 'Throw away a prefilled syringe or vial (bottle) after one use, even if there is still medicine left inside.', 'Call your doctor for instructions if you miss a dose.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.']","['Zarxio can cause a serious lung problem called acute respiratory distress syndrome (ARDS) and a rare but serious side effect called capillary leak syndrome. Call your doctor or seek emergency medical attention right away if you have fever with shortness of breath or rapid breathing, stuffy or runny nose followed by tiredness, thirst, decreased urination, and sudden swelling or weight gain.', 'Zarxio can cause your spleen to become enlarged and rupture (tear). Call your doctor right away if you have left-sided upper stomach pain or left shoulder pain.']"
1147,Zebeta,bisoprolol,Cardioselective beta blockers,"['Zebeta is a beta-blocker that affects the heart and circulation (blood flow through arteries and veins).', 'Zebeta is used to treat hypertension (high blood pressure).', 'Zebeta may also be used for purposes not listed in this medication guide.']",[],"['Do not skip doses or stop taking Zebeta without first talking to your doctor. Stopping suddenly may make your condition worse or cause other serious heart problems.', 'If you need to have any type of surgery, tell the surgeon ahead of time that you are using this medicine.', 'You should not use Zebeta if you have a serious heart condition such as ""AV block,"" severe heart failure, or slow heartbeats that have caused you to faint.', 'Keep using Zebeta as directed, even if you feel well. High blood pressure often has no symptoms. You may need to use blood pressure medication for the rest of your life.']"
1148,Zegalogue,dasiglucagon,Glucose elevating agents,None,None,None
1149,Zenpep,pancrelipase,Digestive enzymes,"['Zenpep contains a combination of three enzymes (proteins): lipase, protease, and amylase. These enzymes are normally produced by the pancreas and are important in the digestion of fats, proteins, and sugars.', 'Zenpep is used to replace these enzymes when the body does not have enough of its own. Certain medical conditions can cause this lack of enzymes, including cystic fibrosis, chronic inflammation of the pancreas, or blockage of the pancreatic ducts.', 'Zenpep may also be used following surgical removal of the pancreas.']","['Usual Adult Dose of Zenpep for Pancreatic Exocrine Dysfunction:', 'Initial: lipase 500 units/kg orally per meal.\n\nMaintenance: Lipase 400 to 2500 units/kg orally per meal. Give one-half the usual dose with each snack.\n\nMaximum: Total daily dose should not exceed 10,000 lipase units/kg body weight/day.', 'Usual Adult Dose of Zenpep for Cystic Fibrosis:', 'Initial: lipase 500 units/kg orally per meal.\n\nMaintenance: Lipase 400 to 2500 units/kg orally per meal. Give one-half the usual dose with each snack.\n\nMaximum: Total daily dose should not exceed 10,000 lipase units/kg body weight/day.', 'Usual Adult Dose for Chronic Pancreatitis:', '8000 to 36,000 lipase USP orally with each meal.\n\nIn patients with pancreatectomy or obstruction of pancreatic ducts, lipase 8000 to 16,000 USP orally taken at 2-hour intervals or as directed by physician.', 'Usual Pediatric Dose for Pancreatic Exocrine Dysfunction:', 'Less than 1 year:\n2000 to 4000 units per 120 mL of formula, breast milk, or per breast-feeding\n\nGreater than 1 to less than 4 years:\nInitial dose: 1000 units/kg/meal\nDosage range: 1000 to 2500 units/kg/meal\n\nGreater than or equal to 4 years:\nRefer to adult dosing.\n\nIn cystic fibrosis, the powder is given as one-fourth teaspoonful (0.7 g) with meals.', 'Usual Pediatric Dose for Cystic Fibrosis:', 'Less than 1 year:\n2000 to 4000 units per 120 mL of formula, breast milk, or per breast-feeding\n\nGreater than 1 to less than 4 years:\nInitial dose: 1000 units/kg/meal\nDosage range: 1000 to 2500 units/kg/meal\n\nGreater than or equal to 4 years:\nRefer to adult dosing.\n\nIn cystic fibrosis, the powder is given as one-fourth teaspoonful (0.7 g) with meals.', 'Take the missed dose with your next meal or snack. Do not take extra medicine to make up the missed dose.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.']","['You should not take Zenpep if you are allergic to pork proteins.', 'Call your doctor at once if you have symptoms of a rare but serious bowel disorder: severe or unusual stomach pain, vomiting, bloating, diarrhea, or constipation.', 'You should not take Zenpep if you are allergic to pork proteins.']"
1150,Zenzedi,dextroamphetamine,ProCentra,"['Zenzedi tablets and oral solution (liquid) are used to treat attention deficit hyperactivity disorder (ADHD) in children who are 3 to 16 years old.', 'Zenzedi extended-release capsules are used to treat attention deficit hyperactivity disorder (ADHD) in children who are 6 to 16 years old.', 'Zenzedi skin patch is used to treat attention deficit hyperactivity disorder (ADHD) in adults and children at least 6 years old.', 'Zenzedi tablets, oral solution (liquid) and extended-release capsules are also used in the treatment of a sleep disorder called narcolepsy.', 'Zenzedi may also be used for purposes not listed in this medication guide.']","['Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose. Use the medicine exactly as directed.', 'Zenzedi may be habit-forming. Misuse can cause addiction, overdose, serious heart problems or death. Keep the medication where others cannot get to it. Selling or giving away  Zenzedi is against the law.', 'Zenzedi is sometimes taken 2 or 3 times per day. Extended-release this medicine is taken only once per day.', 'Apply the patch to clean, dry, hairless skin. Press firmly into place for about 10 seconds. Leave the patch on while bathing, showering, or swimming. Apply the patch 2 hours before the effect is needed and remove the patch within 9 hours after application.', 'Choose a different place on your body each time you apply a new patch. Do not apply to the same skin twice in 7 days. Do not wear more than one patch at a time. Use only 1 patch per day. Never cut a skin patch.', 'Swallow the Zenzedi extended release capsule whole and do not crush, chew, break, or open it.', 'Measure liquid medicine with the supplied measuring device (not a kitchen spoon).', 'Your doctor will need to check your progress on a regular basis. You may need medical tests. Tell any doctor who treats you that you are using this medicine.', 'Your dose needs may change if you switch to a different brand, strength, or form of this medicine. Avoid medication errors by using only the medicine your doctor prescribes.', 'Store at room temperature away from moisture, heat, and light.', 'Read and carefully follow the instructions provided with this medicine about how to safely dispose of any unused portion. Do not flush Zenzedi skin patch down the toilet.', 'Skip the missed dose and use your next dose at the regular time. Do not use two doses at one time.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222. An overdose of  Zenzedi can be fatal.', 'Overdose symptoms may include restlessness, rapid breathing, hallucinations, aggressiveness, vomiting, diarrhea, uneven heartbeats, fainting, seizures, or coma.']","['You should not use  Zenzedi if you have glaucoma, overactive thyroid, severe agitation, moderate to severe high blood pressure, heart disease or coronary artery disease, or a history of drug or alcohol addiction.', 'Zenzedi may be habit-forming. Misuse can cause addiction, serious heart problems, or death.', 'Call your doctor right away if you have: chest pain, seeing or hearing things that are not real, decreased need for sleep, being agitated, unexplained wounds on your fingers or toes.']"
1151,Zeposia,ozanimod [ oh-ZAN-i-mod ],Selective immunosuppressants,"['Zeposia (ozanimod) capsules are used to treat adults with types relapsing forms of multiple sclerosis (MS) and moderately to severely active ulcerative colitis (UC). Zeposia helps to reduce the relapse rate and the number and size of brain lesions in multiple sclerosis. For ulcerative colitis, Zeposia is used to reduce symptoms, and it can also help achieve and maintain remission.', 'Zeposia is FDA-approved to treat adults with moderately to severely active ulcerative colitis and also FDA-approved to treat relapsing forms of multiple sclerosis, including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease.', 'Multiple sclerosis and ulcerative colitis are both autoimmune disorders where the immune cells (lymphocytes) are thought to incorrectly start attacking your healthy tissue, thinking that it is a foreign substance. In multiple sclerosis, the immune system attacks and damages the myelin sheath that covers the nerves in the brain and spinal cord (CNS). This disrupts the brain from sending signals to the rest of the body and causes symptoms including numbness and tingling in the face, arms, feet, and legs, balance issues and trouble walking, vision problems, bowel and bladder problems, fatigue, and problems thinking and concentrating.', 'In ulcerative colitis, the immune system attacks and causes inflammation in the lining of the colon which causes the symptoms of abdominal pain, rectal bleeding, bowel urgency, diarrhea, and tiredness.\xa0', 'Zeposia is thought to work by preventing immune cells (lymphocytes) from entering the intestines and central nervous system (CNS). It does this by trapping the immune cells in the lymph nodes, which may stop them from causing harmful inflammation in the CNS (in the case of multiple sclerosis) and the colon (in the case of ulcerative colitis). By reducing inflammation that would have been caused by the lymphocytes, the symptoms of these conditions may improve.\xa0', 'Zepsosia is from a class of medicines called sphingosine 1-phosphate (S1P) receptor modulators. Zeposia has its effect by binding to the S1P1 receptors on a range of cells which is thought to stop the lymphocytes from being able to leave the lymph nodes.']","['Dose titration regimen', 'Maintenance dose:', 'Uses:', 'Dose titration regimen', 'Maintenance dose', 'Uses:', 'Capsules:', 'Call your doctor for instructions. If you miss 1 or more doses in the first 2 weeks of treatment, you may need to start a new 7-day starter pack.', 'If you miss a dose after the first 2 weeks: Skip the missed dose and use your next dose at the regular time.', 'Do not take two doses at one time.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.']","['Infections: You may get infections more easily, even serious or fatal infections. Call your doctor if you have a fever, flu symptoms, feeling very tired, cough, rash, painful and frequent urination, neck stiffness, increased sensitivity to light. Your risk of infection could last for 3 months after you stop taking this medicine.', 'Heart rate: This medicine can slow your heart rate when you start taking it. Tell your doctor if you have slow heartbeats, chest pain, shortness of breath, or feeling like your heart is skipping beats.', 'Progressive multifocal leukoencephalopathy (PML): Zeposia can increase your risk for PML, which is a rare brain infection that usually leads to death or severe disability. PML is more likely to happen in people with weakened immune systems but has happened in people who do not have weakened immune systems. Symptoms of PML get worse over days to weeks. Call your doctor right away if you have any new or worsening symptoms of PML that have lasted several days, including weakness on one side of your body, loss of coordination in your arms or legs, decreased strength, problems with balance, changes in your vision, changes in your thinking or memory, confusion or changes in your personality.']"
1152,Zestril,lisinopril,Prinivil,"['Zestril is an ACE inhibitor. ACE stands for angiotensin converting enzyme.', 'Zestril is used to treat high blood pressure (hypertension) in adults and children who are at least 6 years old.', 'Zestril is also used to treat congestive heart failure in adults, or to improve survival after a heart attack.']",[],"['Do not use Zestril if you are pregnant. It could harm the unborn baby. Stop using this medicine and tell your doctor right away if you become pregnant.', 'You should not use Zestril if you have ever had angioedema. Do not take this medicine within 36 hours before or after taking medicine that contains sacubitril (such as Entresto).', 'If you have diabetes, do not use Zestril together with any medication that contains aliskiren (such as Tekturna or Tekamlo).', 'You may also need to avoid taking Zestril with aliskiren if you have kidney disease.', 'If you have diabetes, do not use Zestril together with any medication that contains aliskiren (such as Tekturna or Tekamlo).']"
1153,Zetia,ezetimibe,Cholesterol absorption inhibitors,"['Zetia reduces the level of total cholesterol and LDL (bad) cholesterol in the blood. Zetia is used to treat high cholesterol in people who cannot control their cholesterol levels by diet and exercise alone.', 'Zetia works to reduce the amount of cholesterol your body absorbs. You should stay on a cholesterol-lowering diet while taking this medicine.', 'Zetia is sometimes given together with other cholesterol-lowering medications.']","['Usual Adult Dose of Zetia for Hyperlipidemia:', '10 mg orally once a day\n\nUses:\n-For use as monotherapy or in combination with an HMG-CoA reductase inhibitor (statin) as an adjunct to diet to reduce elevated total cholesterol (total-C), low-density lipoprotein cholesterol (LDL-C), apolipoprotein B (Apo B), and non-high-density lipoprotein cholesterol (non-HDL-C) in patients with primary (heterozygous familial and non-familial) hyperlipidemia\n-For use as combination therapy with fenofibrate as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with mixed hyperlipidemia\n-As an adjunct to diet to reduce elevated sitosterol and campesterol levels in patients with homozygous familial sitosterolemia\n-For use as combination therapy with atorvastatin or simvastatin to reduce elevated total-C and LDL-C levels in patients with homozygous familial hypercholesterolemia, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable', 'Usual Adult Dose of Zetia for Homozygous Familial Hypercholesterolemia:', '10 mg orally once a day\n\nUses:\n-For use as monotherapy or in combination with an HMG-CoA reductase inhibitor (statin) as an adjunct to diet to reduce elevated total cholesterol (total-C), low-density lipoprotein cholesterol (LDL-C), apolipoprotein B (Apo B), and non-high-density lipoprotein cholesterol (non-HDL-C) in patients with primary (heterozygous familial and non-familial) hyperlipidemia\n-For use as combination therapy with fenofibrate as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with mixed hyperlipidemia\n-As an adjunct to diet to reduce elevated sitosterol and campesterol levels in patients with homozygous familial sitosterolemia\n-For use as combination therapy with atorvastatin or simvastatin to reduce elevated total-C and LDL-C levels in patients with homozygous familial hypercholesterolemia, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable', 'Usual Adult Dose of Zetia for Sitosterolemia:', '10 mg orally once a day\n\nUses:\n-For use as monotherapy or in combination with an HMG-CoA reductase inhibitor (statin) as an adjunct to diet to reduce elevated total cholesterol (total-C), low-density lipoprotein cholesterol (LDL-C), apolipoprotein B (Apo B), and non-high-density lipoprotein cholesterol (non-HDL-C) in patients with primary (heterozygous familial and non-familial) hyperlipidemia\n-For use as combination therapy with fenofibrate as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with mixed hyperlipidemia\n-As an adjunct to diet to reduce elevated sitosterol and campesterol levels in patients with homozygous familial sitosterolemia\n-For use as combination therapy with atorvastatin or simvastatin to reduce elevated total-C and LDL-C levels in patients with homozygous familial hypercholesterolemia, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable', 'Usual Pediatric Dose for Hyperlipidemia:', '10 years or older: 10 mg orally once a day\n\nUses:\n-For use as monotherapy or in combination with a statin as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with primary (heterozygous familial and non-familial) hyperlipidemia\n-For use as combination therapy with a fenofibrate as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with mixed hyperlipidemia\n-As an adjunct to diet to reduce elevated sitosterol and campesterol levels in patients with homozygous familial sitosterolemia\n-For use as combination therapy with atorvastatin or simvastatin for the reduction of elevated total-C and LDL-C in patients with homozygous familial hypercholesterolemia, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable', 'Usual Pediatric Dose for Homozygous Familial Hypercholesterolemia:', '10 years or older: 10 mg orally once a day\n\nUses:\n-For use as monotherapy or in combination with a statin as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with primary (heterozygous familial and non-familial) hyperlipidemia\n-For use as combination therapy with a fenofibrate as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with mixed hyperlipidemia\n-As an adjunct to diet to reduce elevated sitosterol and campesterol levels in patients with homozygous familial sitosterolemia\n-For use as combination therapy with atorvastatin or simvastatin for the reduction of elevated total-C and LDL-C in patients with homozygous familial hypercholesterolemia, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable', 'Usual Pediatric Dose for Sitosterolemia:', '10 years or older: 10 mg orally once a day\n\nUses:\n-For use as monotherapy or in combination with a statin as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with primary (heterozygous familial and non-familial) hyperlipidemia\n-For use as combination therapy with a fenofibrate as an adjunct to diet to reduce elevated total-C, LDL-C, Apo B, and non-HDL-C in patients with mixed hyperlipidemia\n-As an adjunct to diet to reduce elevated sitosterol and campesterol levels in patients with homozygous familial sitosterolemia\n-For use as combination therapy with atorvastatin or simvastatin for the reduction of elevated total-C and LDL-C in patients with homozygous familial hypercholesterolemia, as an adjunct to other lipid-lowering treatments (e.g., LDL apheresis) or if such treatments are unavailable', 'Take the medicine as soon as you can, but skip the missed dose if it is almost time for your next dose. Do not take two doses at one time.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.']","['Zetia is only part of a complete program of treatment that also includes diet, exercise, and weight control. Follow your diet, medication, and exercise routines very closely.', ""Some cholesterol medications should not be taken at the same time. If you take Zetia with another cholesterol medicine, follow your doctor's dosing instructions very carefully."", 'You should not use Zetia if you have moderate to severe liver disease. You should not use Zetia with a ""statin"" cholesterol medicine if you have active liver disease, or if you are pregnant or breast-feeding a baby.', 'Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, and dark colored urine.']"
1154,Zidovudine,Nucleoside reverse transcriptase inhibitors (NRTIs),Medically reviewed,None,None,None
1155,Zinc,zinc sulfate,Zinc-220,"['Zinc is a naturally occurring mineral. Zinc is important for growth and for the development and health of body tissues.', 'Zinc is used to treat and to prevent zinc deficiency.', 'Zinc may also be used for purposes not listed in this medication guide.']","['Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended.', 'Take Zinc with a full glass of water.', 'Take Zinc with food if it upsets your stomach.', 'Your healthcare provider may occasionally change your dose to make sure you get the best result. The recommended dietary allowance of zinc sulfate changes with age. Follow your healthcare provider\'s instructions. You may also consult the Office of Dietary Supplements of the National Institutes of Health, or the U.S. Department of Agriculture (USDA) Nutrient Database (formerly ""Recommended Daily Allowances"") listings for more information.', 'Store at room temperature away from moisture and heat.', 'Skip the missed dose if it is almost time for your next scheduled dose. Do not use extra medicine to make up the missed dose.', 'Seek emergency medical attention or call the Poison Help line at 1-800-222-1222.', 'Overdose symptoms may include nausea, severe vomiting, dehydration, and restlessness.']","['Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.']"
1156,Zinc gluconate,Minerals and electrolytes,Medically reviewed,"['Zinc is a mineral that is used as a dietary supplement in people who do not get enough zinc from food.', 'Zinc gluconate lozenges are used to help make cold symptoms less severe or shorter in duration. This includes sore throat, cough, sneezing, stuffy nose, and a hoarse voice.', 'Zinc gluconate is not effective in treating flu or allergy symptoms.', 'Zinc gluconate may also be used for purposes not listed in this medication guide.']",[],['Follow all directions on the label and package. Use exactly as directed.']
1157,Zinc sulfate,Zinc,Zinc-220,"['Zinc is a naturally occurring mineral. Zinc is important for growth and for the development and health of body tissues.', 'Zinc sulfate is used to treat and to prevent zinc deficiency.', 'Zinc sulfate may also be used for purposes not listed in this medication guide.']",[],"['Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use.']"
1158,Ziprasidone,Geodon,Atypical antipsychotics,"['Ziprasidone is an antipsychotic medicine.', 'Ziprasidone oral is used to treat schizophrenia and the manic symptoms of bipolar disorder (manic depression).', 'Ziprasidone injection is used to quickly treat agitation in people with schizophrenia.', 'Ziprasidone may also be used for purposes not listed in this medication guide.']",[],"['You should not use  ziprasidone if you have a heart rhythm disorder, long QT syndrome, uncontrolled heart failure, or if you have recently had a heart attack.', 'Tell your doctor about all your current medicines and any you start or stop using. Many drugs can interact, and some drugs should not be used together.', 'Stop taking ziprasidone and call your doctor right away if you have sudden dizziness, fast or pounding heartbeats, fluttering in your chest, shortness of breath, or a new or worsening skin rash with fever, or swollen glands.', 'Ziprasidone is not approved for use in older adults with dementia-related psychosis.']"
